orignal code,DSP,LUT,CP,FF,SLICE
cdfg_77/cdfg_112,19,3.53,8.542,3.698,6.235
cdfg_77/cdfg_113,3,5.502,7.826,8.407,9.295
cdfg_77/cdfg_114,10,8.229,8.536,10.894,14.31
cdfg_77/cdfg_117,6,6.412,9.55,9.624,11.845
cdfg_77/cdfg_118,15,1.303,8.517,1.728,3.11
cdfg_77/cdfg_119,1,0.002,2.154,0.004,0.01
cdfg_77/cdfg_120,0,0.785,8.094,1.044,1.685
cdfg_77/cdfg_121,2,1.751,6.188,2.314,3.3
cdfg_77/cdfg_123,10,5.492,7.42,5.008,9.42
cdfg_77/cdfg_124,9,6.448,9.467,10.284,11.535
cdfg_77/cdfg_125,0,3.85,6.887,3.255,6.255
cdfg_77/cdfg_126,0,0.243,1.635,0.135,0.52
cdfg_77/cdfg_128,29,3.445,8.956,3.467,6.645
cdfg_77/cdfg_129,56,4.757,9.182,6.368,10.025
cdfg_77/cdfg_130,5,7.221,8.486,11.045,13.58
cdfg_77/cdfg_131,0,0.501,6.528,0.763,1.215
cdfg_77/cdfg_132,25,11.748,8.814,15.345,19.85
cdfg_77/cdfg_133,2,0.629,8.218,0.736,1.22
cdfg_77/cdfg_134,37,2.705,8.913,3.295,5.58
cdfg_77/cdfg_135,9,4.676,9.712,6.213,7.93
cdfg_77/cdfg_136,16,4.32,8.904,3.946,7.625
cdfg_77/cdfg_137,1,0.047,2.154,0.005,0.08
cdfg_77/cdfg_138,5,3.573,8.768,4.192,6.72
cdfg_77/cdfg_139,2,0.161,7.118,0.467,0.575
cdfg_77/cdfg_140,18,11.423,8.715,15.678,19.77
cdfg_77/cdfg_141,0,3.734,7.777,4.834,6.08
cdfg_77/cdfg_142,0,4.042,7.323,5.318,7.04
cdfg_77/cdfg_143,7,3.074,9.664,3.07,6.065
cdfg_77/cdfg_144,43,3.634,9.365,3.042,6.47
cdfg_77/cdfg_145,6,2.341,8.429,2.694,4.745
cdfg_77/cdfg_146,23,3.847,8.89,4.478,7.45
cdfg_77/cdfg_147,1,0.149,7.051,0.258,0.445
cdfg_77/cdfg_148,18,12.611,9.171,12.203,20.4
cdfg_77/cdfg_149,33,4.882,8.501,8.151,9.515
cdfg_77/cdfg_150,19,10.14,9.384,12.572,18.135
cdfg_77/cdfg_151,10,9.656,7.618,11.696,17.235
cdfg_77/cdfg_153,15,2.854,8.703,3.528,5.4
cdfg_77/cdfg_154,3,1.745,8.411,2.015,3.19
cdfg_77/cdfg_155,20,1.604,8.565,2.095,3.295
cdfg_77/cdfg_156,3,0.008,3.967,0.014,0.03
cdfg_77/cdfg_157,26,5.944,8.741,9.173,11.34
cdfg_77/cdfg_158,16,6.416,8.407,9.95,11.78
cdfg_77/cdfg_159,8,2.236,8.339,2.389,4.21
cdfg_77/cdfg_160,38,16.048,8.586,18.563,24.685
cdfg_77/cdfg_161,34,1.585,8.902,1.663,2.97
cdfg_77/cdfg_162,3,2.236,8.277,1.97,3.83
cdfg_77/cdfg_163,14,1.45,8.277,1.473,2.765
cdfg_77/cdfg_164,12,4.591,8.658,4.966,7.275
cdfg_77/cdfg_165,8,1.711,7.934,1.571,3.15
cdfg_77/cdfg_166,8,1.295,8.639,1.523,2.69
cdfg_77/cdfg_168,0,0.569,6.617,0.305,0.89
cdfg_77/cdfg_169,3,0.466,6.365,0.621,0.995
cdfg_77/cdfg_170,0,0.002,1.633,0.002,0.005
cdfg_77/cdfg_171,0,3.067,7.781,2.271,4.99
cdfg_77/cdfg_172,0,0.002,1.633,0.002,0.005
cdfg_77/cdfg_173,12,4.309,8.136,4.722,7.99
cdfg_77/cdfg_174,50,2.784,9.43,2.79,5.525
cdfg_77/cdfg_175,19,12.242,8.419,17.85,21.405
cdfg_77/cdfg_176,3,7.352,9.336,9.588,13.08
cdfg_77/cdfg_177,27,2.52,8.684,3.644,5.805
cdfg_77/cdfg_178,11,1.548,8.654,2.006,3.12
cdfg_77/cdfg_179,2,4.515,8.38,4.058,7.52
cdfg_77/cdfg_180,7,13.594,7.41,17.365,22.685
cdfg_77/cdfg_181,14,1.356,8.041,1.394,2.84
cdfg_77/cdfg_182,16,9.709,8.898,12.212,17.17
cdfg_77/cdfg_183,4,9.415,7.502,11.333,15.115
cdfg_77/cdfg_184,16,4.704,8.524,6.594,7.66
cdfg_77/cdfg_185,5,1.025,8.561,1.202,2.08
cdfg_77/cdfg_186,18,1.526,8.572,1.821,3.195
cdfg_77/cdfg_187,6,1.435,8.704,1.793,2.855
cdfg_77/cdfg_188,10,1.259,8.945,1.969,3.135
cdfg_77/cdfg_189,27,6.074,9.799,7.974,10.52
cdfg_77/cdfg_190,21,3.841,8.815,4.17,6.9
cdfg_77/cdfg_191,3,1.119,6.913,1.685,2.52
cdfg_77/cdfg_192,0,0.002,1.633,0.002,0.005
cdfg_77/cdfg_193,6,13.904,8.399,19.338,24.155
cdfg_77/cdfg_194,0,0.255,6.074,0.687,0.975
cdfg_77/cdfg_195,0,0.002,1.633,0.002,0.005
cdfg_77/cdfg_196,17,3.992,10.17,4.383,7.59
cdfg_77/cdfg_197,3,0.759,8.227,1.169,1.72
cdfg_77/cdfg_198,15,0.891,8.415,1.861,2.855
cdfg_77/cdfg_199,12,1.5,8.423,2.464,3.82
cdfg_78/cdfg_0,24,12.501,8.988,17.8,21.585
cdfg_78/cdfg_1,17,4.839,9.25,7.064,8.38
cdfg_78/cdfg_2,15,2.037,8.928,2.473,4.285
cdfg_78/cdfg_3,12,1.323,8.356,1.584,2.54
cdfg_78/cdfg_4,18,11.298,8.841,14.55,19.98
cdfg_78/cdfg_5,0,0.133,6.377,0.243,0.42
cdfg_78/cdfg_6,4,4.788,8.387,6.479,8.34
cdfg_78/cdfg_7,17,6.784,7.439,9.174,12.26
cdfg_78/cdfg_8,32,2.519,8.638,2.243,4.49
cdfg_78/cdfg_9,15,0.954,7.211,1.262,1.895
cdfg_78/cdfg_10,19,1.012,8.676,1.274,2.15
cdfg_78/cdfg_11,10,2.864,8.353,2.912,5.175
cdfg_78/cdfg_12,16,1.87,8.592,1.952,3.695
cdfg_78/cdfg_13,5,2.215,8.774,2.254,4.15
cdfg_78/cdfg_14,0,0.214,7.035,0.407,0.58
cdfg_78/cdfg_15,8,0.564,6.236,0.697,1.185
cdfg_78/cdfg_16,52,7.086,8.985,10.006,12.97
cdfg_78/cdfg_17,0,0.002,1.633,0.002,0.005
cdfg_78/cdfg_18,7,2.523,7.344,3.117,4.63
cdfg_78/cdfg_19,2,0.092,4.196,0.174,0.25
cdfg_78/cdfg_20,11,5.634,7.917,9.38,11.23
cdfg_78/cdfg_21,37,1.98,8.641,2.43,4.23
cdfg_78/cdfg_22,15,14.672,8.539,14.817,22.29
cdfg_78/cdfg_23,53,9.795,9.138,12.048,17.245
cdfg_78/cdfg_24,3,1.673,8.603,2.215,3.635
cdfg_78/cdfg_26,8,0.352,7.871,0.59,0.935
cdfg_78/cdfg_27,7,6.563,8.666,9.088,11.59
cdfg_78/cdfg_28,5,4.751,8.389,7.86,8.2
cdfg_78/cdfg_29,43,10.991,9.609,13.536,19.455
cdfg_78/cdfg_30,5,6.8,8.389,9.221,12.73
cdfg_78/cdfg_31,4,1.403,7.995,1.734,3.025
cdfg_78/cdfg_32,0,0.565,7.808,0.414,0.905
cdfg_78/cdfg_33,22,1.151,9.148,1.438,2.37
cdfg_78/cdfg_34,0,0.002,1.633,0.002,0.005
cdfg_78/cdfg_35,0,0.002,1.633,0.002,0.005
cdfg_78/cdfg_36,28,2.624,8.856,3.442,5.995
cdfg_78/cdfg_37,4,0.247,8.224,0.372,0.625
cdfg_78/cdfg_38,3,1.786,8.188,1.73,3.295
cdfg_78/cdfg_40,37,4.248,8.738,4.451,8.055
cdfg_78/cdfg_41,16,2.618,8.872,3.213,5.305
cdfg_78/cdfg_42,40,8.85,8.627,12.919,16.365
cdfg_78/cdfg_43,6,2.119,8.301,2.43,4.235
cdfg_78/cdfg_44,33,14.118,9.326,15.74,22.195
cdfg_78/cdfg_45,1,0.934,4.822,0.358,1.435
cdfg_78/cdfg_46,7,8.312,8.539,10.741,14.41
cdfg_78/cdfg_47,31,4.279,9.652,4.577,7.585
cdfg_78/cdfg_48,16,2.864,8.272,3.881,5.975
cdfg_78/cdfg_49,21,18.245,8.931,22.686,28.375
cdfg_78/cdfg_50,27,6.004,9.233,9.508,11.29
cdfg_78/cdfg_51,11,0.746,8.189,1.019,1.705
cdfg_78/cdfg_52,0,0.395,6.632,0.75,1.14
cdfg_78/cdfg_53,0,0.327,5.48,0.422,0.76
cdfg_78/cdfg_54,19,5.68,8.577,8.821,10.205
cdfg_78/cdfg_55,14,0.865,13.948,1.587,2.605
cdfg_78/cdfg_56,0,0.417,6.298,0.634,0.93
cdfg_78/cdfg_57,16,5.093,9.015,8.535,9.535
cdfg_78/cdfg_58,35,3.855,9.16,2.768,6.32
cdfg_78/cdfg_59,0,0.161,8.409,0.164,0.275
cdfg_78/cdfg_61,3,3.893,9.129,4.376,5.905
cdfg_78/cdfg_62,0,0.005,0.0,0.0,0.01
cdfg_78/cdfg_63,3,0.618,7.012,0.66,1.165
cdfg_78/cdfg_64,39,6.525,9.024,10.495,12.485
cdfg_78/cdfg_65,30,2.533,9.382,2.505,4.54
cdfg_78/cdfg_66,5,2.761,8.354,2.701,4.96
cdfg_78/cdfg_67,18,2.015,8.633,2.051,3.815
cdfg_78/cdfg_68,30,1.977,9.265,2.122,4.255
cdfg_78/cdfg_69,0,0.002,1.633,0.002,0.005
cdfg_78/cdfg_71,11,10.538,10.822,13.523,18.4
cdfg_78/cdfg_72,7,0.217,5.772,0.529,0.67
cdfg_78/cdfg_73,23,1.918,8.359,2.977,4.96
cdfg_78/cdfg_74,3,1.442,7.509,1.656,2.9
cdfg_78/cdfg_75,11,1.503,8.268,2.363,4.025
cdfg_78/cdfg_76,24,3.058,8.206,3.244,5.92
cdfg_78/cdfg_77,9,5.603,8.476,9.015,10.71
cdfg_78/cdfg_78,12,7.251,9.267,8.838,12.29
cdfg_78/cdfg_79,0,0.939,6.278,0.971,1.595
cdfg_78/cdfg_81,0,0.544,6.563,0.778,1.02
cdfg_78/cdfg_82,3,0.754,8.345,0.72,1.425
cdfg_78/cdfg_83,11,3.68,8.862,3.957,6.18
cdfg_78/cdfg_84,25,2.033,9.843,2.044,3.835
cdfg_78/cdfg_85,24,5.668,8.282,6.762,10.53
cdfg_78/cdfg_86,6,6.213,9.379,8.778,11.365
cdfg_78/cdfg_87,16,2.694,9.407,3.251,5.09
cdfg_78/cdfg_88,2,0.162,5.479,0.294,0.42
cdfg_78/cdfg_89,10,12.911,8.317,13.517,21.405
cdfg_78/cdfg_90,19,15.931,8.864,19.985,25.915
cdfg_78/cdfg_91,0,0.002,1.633,0.002,0.005
cdfg_78/cdfg_92,3,1.898,8.135,1.363,3.015
cdfg_78/cdfg_93,14,1.581,7.967,2.32,3.6
cdfg_78/cdfg_94,20,3.137,8.765,3.891,6.045
cdfg_78/cdfg_95,20,7.982,8.62,9.0,13.93
cdfg_78/cdfg_96,22,3.436,9.629,3.267,6.12
cdfg_78/cdfg_97,17,2.849,9.409,4.116,5.595
cdfg_78/cdfg_98,26,1.808,8.811,2.349,3.71
cdfg_78/cdfg_99,3,0.59,8.066,0.755,1.35
cdfg_78/cdfg_100,36,3.082,8.863,3.403,6.645
cdfg_78/cdfg_101,3,5.747,8.247,8.342,10.16
cdfg_78/cdfg_102,7,0.868,8.354,0.599,1.5
cdfg_78/cdfg_103,2,1.012,8.551,0.939,1.74
cdfg_78/cdfg_104,0,0.542,7.585,0.545,1.12
cdfg_78/cdfg_105,2,0.961,8.247,1.325,2.0
cdfg_78/cdfg_106,1,10.576,10.689,10.189,16.925
cdfg_78/cdfg_107,0,0.202,6.829,0.297,0.485
cdfg_78/cdfg_108,7,6.861,8.493,9.01,11.595
cdfg_78/cdfg_109,1,0.16,4.759,0.195,0.325
cdfg_78/cdfg_110,5,1.096,8.214,1.481,2.265
cdfg_78/cdfg_111,8,2.764,8.877,2.261,4.915
cdfg_78/cdfg_112,2,4.675,8.077,4.801,8.445
cdfg_78/cdfg_113,2,0.532,7.77,1.054,1.53
cdfg_78/cdfg_114,5,1.165,8.464,1.246,2.05
cdfg_78/cdfg_115,3,1.536,8.807,1.362,2.795
cdfg_78/cdfg_116,0,0.002,1.633,0.002,0.005
cdfg_78/cdfg_117,11,5.231,9.975,8.079,9.665
cdfg_78/cdfg_118,14,3.497,8.442,4.414,6.73
cdfg_78/cdfg_119,25,8.541,8.89,12.349,15.34
cdfg_78/cdfg_120,0,0.304,6.192,0.611,0.74
cdfg_78/cdfg_122,10,0.937,8.328,1.153,1.86
cdfg_78/cdfg_123,0,0.043,4.914,0.125,0.14
cdfg_78/cdfg_124,24,10.274,8.681,12.008,17.095
cdfg_78/cdfg_125,3,1.048,7.872,0.981,1.905
cdfg_78/cdfg_126,0,0.767,7.242,1.527,2.255
cdfg_78/cdfg_127,28,8.393,8.675,12.366,14.73
cdfg_78/cdfg_128,10,3.279,8.804,3.687,6.03
cdfg_78/cdfg_129,4,6.356,9.035,8.595,11.885
cdfg_78/cdfg_130,5,0.829,8.206,1.182,2.015
cdfg_78/cdfg_131,15,1.29,8.046,1.462,2.71
cdfg_78/cdfg_132,0,0.168,5.677,0.209,0.345
cdfg_78/cdfg_133,16,2.046,8.842,1.892,3.795
cdfg_78/cdfg_134,3,2.745,8.714,2.321,4.665
cdfg_78/cdfg_135,0,0.504,4.769,0.382,0.875
cdfg_78/cdfg_136,18,11.872,9.609,12.296,19.92
cdfg_78/cdfg_137,3,1.033,8.019,1.204,2.01
cdfg_78/cdfg_138,4,0.549,6.578,0.605,0.98
cdfg_78/cdfg_139,30,8.007,9.878,10.723,13.675
cdfg_78/cdfg_140,23,11.67,8.791,13.906,20.34
cdfg_78/cdfg_141,50,2.473,8.541,2.309,4.385
cdfg_78/cdfg_142,6,1.426,8.335,1.272,2.595
cdfg_78/cdfg_143,0,0.002,1.443,0.004,0.01
cdfg_78/cdfg_144,0,0.361,9.387,0.168,0.585
cdfg_78/cdfg_145,7,0.329,6.659,0.527,0.885
cdfg_78/cdfg_146,8,1.177,7.642,1.481,2.46
cdfg_78/cdfg_147,9,20.128,9.23,26.975,34.075
cdfg_78/cdfg_149,14,8.693,8.917,9.945,14.46
cdfg_78/cdfg_150,30,9.074,8.747,12.489,16.595
cdfg_78/cdfg_151,2,3.533,8.358,3.93,6.15
cdfg_78/cdfg_152,28,5.743,8.996,7.051,10.805
cdfg_78/cdfg_154,45,3.118,8.841,2.836,5.785
cdfg_78/cdfg_155,1,0.546,7.039,1.052,1.57
cdfg_78/cdfg_156,22,4.071,8.702,4.793,7.93
cdfg_78/cdfg_157,8,7.833,8.462,10.337,14.51
cdfg_78/cdfg_158,7,3.302,8.581,4.89,7.745
cdfg_78/cdfg_159,6,2.626,9.241,2.727,4.67
cdfg_78/cdfg_160,3,4.598,7.716,7.554,8.185
cdfg_78/cdfg_161,20,9.745,9.435,13.168,16.345
cdfg_78/cdfg_162,3,1.119,8.444,1.54,2.285
cdfg_78/cdfg_165,6,1.001,7.991,1.151,2.11
cdfg_78/cdfg_167,0,0.829,7.548,0.985,1.535
cdfg_78/cdfg_168,23,1.111,9.014,1.836,2.905
cdfg_78/cdfg_169,14,4.643,8.155,7.815,8.715
cdfg_78/cdfg_170,8,4.227,8.543,4.877,6.87
cdfg_78/cdfg_171,4,0.741,6.924,1.3,1.825
cdfg_78/cdfg_172,0,0.601,7.643,1.253,1.69
cdfg_78/cdfg_173,0,0.001,1.17,0.001,0.005
cdfg_78/cdfg_174,30,13.705,10.887,16.854,23.13
cdfg_78/cdfg_175,16,6.94,9.183,10.163,12.325
cdfg_78/cdfg_176,5,2.214,8.212,2.331,4.135
cdfg_78/cdfg_177,3,4.69,8.039,8.045,8.63
cdfg_78/cdfg_178,35,5.34,9.388,6.937,10.18
cdfg_78/cdfg_179,18,5.253,9.21,8.808,10.655
cdfg_78/cdfg_180,0,0.639,8.936,0.507,1.15
cdfg_78/cdfg_181,16,1.175,8.716,1.621,2.715
cdfg_78/cdfg_182,20,1.523,7.85,2.457,3.465
cdfg_78/cdfg_183,2,0.233,6.865,0.455,0.61
cdfg_78/cdfg_184,3,1.015,8.169,1.351,2.165
cdfg_78/cdfg_185,14,2.721,8.51,2.737,4.62
cdfg_78/cdfg_186,7,1.357,7.842,1.406,2.615
cdfg_78/cdfg_187,7,0.992,8.277,1.166,1.98
cdfg_78/cdfg_188,15,8.114,8.966,10.798,15.455
cdfg_78/cdfg_189,5,6.912,8.571,10.456,12.64
cdfg_78/cdfg_190,0,0.002,1.614,0.002,0.005
cdfg_78/cdfg_191,8,1.364,8.261,1.724,3.145
cdfg_78/cdfg_192,7,0.628,8.647,0.94,1.575
cdfg_78/cdfg_193,0,0.884,7.0,0.82,1.5
cdfg_78/cdfg_194,15,0.744,9.075,1.07,1.695
cdfg_78/cdfg_195,22,3.273,9.752,3.627,6.16
cdfg_78/cdfg_196,0,0.587,7.004,1.642,2.25
cdfg_78/cdfg_198,0,0.355,6.189,0.488,0.78
cdfg_78/cdfg_199,5,2.037,8.703,2.312,3.515
cdfg_79/cdfg_0,6,1.035,6.076,1.43,2.125
cdfg_79/cdfg_1,17,9.342,9.609,11.71,16.205
cdfg_79/cdfg_2,26,7.829,8.659,8.954,13.92
cdfg_79/cdfg_3,4,0.897,6.606,1.032,1.81
cdfg_79/cdfg_4,4,0.737,6.789,0.697,1.22
cdfg_79/cdfg_5,0,0.1,6.58,0.132,0.16
cdfg_79/cdfg_6,18,5.309,9.196,8.318,8.84
cdfg_79/cdfg_7,26,6.268,8.378,9.979,11.98
cdfg_79/cdfg_8,0,1.179,8.405,2.191,2.835
cdfg_79/cdfg_9,20,21.483,8.915,22.021,34.1
cdfg_79/cdfg_10,12,7.163,8.985,10.923,13.485
cdfg_79/cdfg_11,19,6.797,7.804,6.898,12.125
cdfg_79/cdfg_13,1,3.482,7.35,4.942,7.0
cdfg_79/cdfg_14,8,10.869,8.754,12.503,16.755
cdfg_79/cdfg_15,19,2.782,8.513,2.294,5.185
cdfg_79/cdfg_16,14,1.479,10.579,1.41,2.915
cdfg_79/cdfg_17,0,0.256,6.384,0.409,0.605
cdfg_79/cdfg_18,12,1.228,8.56,1.484,2.515
cdfg_79/cdfg_19,28,8.224,8.806,12.196,15.28
cdfg_79/cdfg_20,10,0.637,6.437,0.404,1.09
cdfg_79/cdfg_21,2,0.224,6.83,0.097,0.35
cdfg_79/cdfg_22,0,0.002,1.614,0.002,0.005
cdfg_79/cdfg_23,9,1.849,8.568,2.084,3.575
cdfg_79/cdfg_25,0,0.626,6.758,0.844,1.455
cdfg_79/cdfg_26,0,0.148,2.646,0.011,0.215
cdfg_79/cdfg_27,0,0.776,6.563,1.064,1.55
cdfg_79/cdfg_28,17,10.735,8.701,15.461,19.405
cdfg_79/cdfg_29,6,1.151,8.717,1.415,2.565
cdfg_79/cdfg_30,14,8.506,8.661,11.059,15.95
cdfg_79/cdfg_31,55,7.67,10.381,11.305,14.47
cdfg_79/cdfg_32,4,0.06,3.468,0.037,0.1
cdfg_79/cdfg_34,7,4.251,8.518,5.692,6.89
cdfg_79/cdfg_35,0,0.722,6.452,0.981,1.53
cdfg_79/cdfg_36,14,1.757,8.301,2.327,3.75
cdfg_79/cdfg_37,15,1.316,9.302,1.323,2.51
cdfg_79/cdfg_38,1,0.515,6.608,1.057,1.35
cdfg_79/cdfg_39,0,0.002,1.633,0.002,0.005
cdfg_79/cdfg_40,16,7.338,9.028,7.087,11.74
cdfg_79/cdfg_41,0,0.817,6.606,1.088,1.835
cdfg_79/cdfg_42,3,4.174,7.792,5.957,6.855
cdfg_79/cdfg_43,4,2.138,6.167,2.894,4.46
cdfg_79/cdfg_44,1,1.325,7.356,2.142,3.5
cdfg_79/cdfg_45,3,8.004,8.878,9.929,13.62
cdfg_79/cdfg_46,11,1.061,8.474,1.127,1.985
cdfg_79/cdfg_47,17,1.974,8.556,1.984,3.36
cdfg_79/cdfg_48,2,0.201,5.47,0.155,0.345
cdfg_79/cdfg_49,2,7.078,9.52,7.596,11.23
cdfg_79/cdfg_50,3,4.697,8.788,7.806,8.64
cdfg_79/cdfg_51,14,1.319,7.991,1.164,2.475
cdfg_79/cdfg_52,7,1.578,8.733,2.085,3.4
cdfg_79/cdfg_54,9,5.047,8.655,6.613,8.56
cdfg_79/cdfg_55,1,8.612,7.247,8.271,13.055
cdfg_79/cdfg_56,2,0.667,8.381,1.024,1.45
cdfg_79/cdfg_57,10,2.646,9.106,3.064,4.975
cdfg_79/cdfg_58,25,6.362,10.064,7.549,11.08
cdfg_79/cdfg_59,0,0.538,9.484,0.818,1.19
cdfg_79/cdfg_60,19,6.53,9.787,9.411,11.075
cdfg_79/cdfg_61,34,7.867,8.695,10.859,14.18
cdfg_79/cdfg_62,3,1.096,8.274,0.954,2.06
cdfg_79/cdfg_63,25,18.328,8.632,25.363,29.17
cdfg_79/cdfg_64,6,1.739,5.692,1.956,3.075
cdfg_79/cdfg_65,6,16.126,9.273,20.939,25.96
cdfg_79/cdfg_66,3,5.634,8.19,8.615,10.025
cdfg_79/cdfg_67,5,1.708,8.316,1.86,3.14
cdfg_79/cdfg_68,14,6.031,7.688,10.536,11.79
cdfg_79/cdfg_69,8,0.509,8.541,0.707,1.055
cdfg_79/cdfg_70,0,0.003,1.156,0.001,0.005
cdfg_79/cdfg_71,17,2.419,8.27,2.894,3.93
cdfg_79/cdfg_72,11,0.715,8.515,0.886,1.68
cdfg_79/cdfg_73,5,2.041,8.527,2.721,4.28
cdfg_79/cdfg_74,45,5.702,9.449,5.499,10.34
cdfg_79/cdfg_75,2,1.506,8.396,1.678,2.8
cdfg_79/cdfg_76,14,1.453,8.25,2.545,3.425
cdfg_79/cdfg_77,3,1.088,7.901,1.129,2.1
cdfg_79/cdfg_78,5,1.8,7.865,2.774,4.465
cdfg_79/cdfg_79,0,0.002,1.633,0.002,0.005
cdfg_79/cdfg_80,2,1.099,8.221,1.081,1.845
cdfg_79/cdfg_81,14,8.639,7.348,9.719,14.58
cdfg_79/cdfg_82,4,0.177,7.651,0.537,0.605
cdfg_79/cdfg_83,8,2.756,10.274,2.515,4.585
cdfg_79/cdfg_84,2,1.299,8.304,1.16,2.415
cdfg_79/cdfg_85,15,3.403,8.356,3.893,6.4
cdfg_79/cdfg_86,16,6.151,8.527,9.583,11.65
cdfg_79/cdfg_87,6,20.353,9.206,23.495,31.995
cdfg_79/cdfg_89,7,0.661,8.864,0.89,1.285
cdfg_79/cdfg_90,33,5.421,9.556,9.001,9.82
cdfg_79/cdfg_91,0,0.002,1.633,0.002,0.005
cdfg_79/cdfg_92,8,5.619,8.958,6.858,8.91
cdfg_79/cdfg_93,14,4.627,9.035,7.951,8.855
cdfg_79/cdfg_94,11,0.413,7.252,0.584,1.005
cdfg_79/cdfg_95,0,0.159,2.377,0.063,0.245
cdfg_79/cdfg_96,0,0.002,1.633,0.002,0.005
cdfg_79/cdfg_97,24,8.14,9.926,7.923,13.935
cdfg_79/cdfg_99,12,0.831,7.113,1.329,1.945
cdfg_79/cdfg_100,12,0.979,7.67,0.841,1.795
cdfg_79/cdfg_101,35,8.811,8.892,11.173,15.835
cdfg_79/cdfg_102,8,1.192,8.175,2.048,2.7
cdfg_79/cdfg_103,5,0.891,8.614,0.913,1.79
cdfg_79/cdfg_104,16,2.415,9.603,2.584,4.475
cdfg_79/cdfg_105,4,5.892,7.537,6.526,10.49
cdfg_79/cdfg_106,16,7.308,9.834,10.2,12.195
cdfg_79/cdfg_107,3,1.278,8.28,1.549,2.645
cdfg_79/cdfg_108,7,2.994,9.305,3.927,5.91
cdfg_79/cdfg_109,34,1.276,9.506,1.332,2.6
cdfg_79/cdfg_110,0,0.646,8.161,0.685,1.175
cdfg_79/cdfg_112,0,0.191,5.862,0.471,0.63
cdfg_79/cdfg_113,8,7.856,7.363,8.333,14.04
cdfg_79/cdfg_114,30,6.782,8.216,10.425,12.86
cdfg_79/cdfg_115,0,0.484,7.074,0.885,1.105
cdfg_79/cdfg_116,0,4.285,7.091,3.732,6.83
cdfg_79/cdfg_117,18,1.825,8.502,1.964,3.49
cdfg_79/cdfg_118,12,1.196,7.605,1.422,2.295
cdfg_79/cdfg_119,29,1.97,9.15,2.033,3.325
cdfg_79/cdfg_120,3,1.295,7.882,1.446,2.555
cdfg_79/cdfg_121,12,2.658,8.318,3.896,5.9
cdfg_79/cdfg_122,2,2.372,8.256,2.614,4.12
cdfg_79/cdfg_123,6,2.517,9.058,2.178,4.335
cdfg_79/cdfg_124,9,1.905,8.371,1.883,3.16
cdfg_79/cdfg_125,6,0.934,8.542,1.286,2.01
cdfg_79/cdfg_126,0,0.002,1.633,0.002,0.005
cdfg_79/cdfg_127,26,6.278,8.527,6.762,11.02
cdfg_79/cdfg_129,11,7.561,9.063,7.749,12.715
cdfg_79/cdfg_130,1,3.512,7.296,3.966,5.29
cdfg_79/cdfg_131,21,3.846,9.251,4.38,6.69
cdfg_79/cdfg_132,6,10.95,9.141,14.781,20.285
cdfg_79/cdfg_133,1,0.247,7.046,0.418,0.565
cdfg_79/cdfg_134,23,1.247,8.78,1.573,2.89
cdfg_79/cdfg_136,9,5.721,8.881,6.29,9.48
cdfg_79/cdfg_137,2,0.128,6.215,0.258,0.37
cdfg_79/cdfg_138,3,3.133,7.423,4.039,6.155
cdfg_79/cdfg_139,12,2.367,8.54,3.752,5.54
cdfg_79/cdfg_140,17,6.131,7.994,7.999,10.34
cdfg_79/cdfg_141,26,3.989,9.408,4.112,7.21
cdfg_79/cdfg_142,30,8.32,8.715,9.502,14.42
cdfg_79/cdfg_143,24,2.39,9.014,2.526,4.66
cdfg_79/cdfg_144,4,1.932,8.701,1.773,3.465
cdfg_79/cdfg_145,1,0.296,5.751,0.374,0.58
cdfg_79/cdfg_146,22,10.259,9.138,11.132,16.785
cdfg_79/cdfg_147,0,0.002,1.633,0.002,0.005
cdfg_79/cdfg_148,6,1.819,8.707,1.61,3.065
cdfg_79/cdfg_149,13,2.043,8.918,2.183,3.66
cdfg_79/cdfg_150,14,4.812,8.192,7.56,8.735
cdfg_79/cdfg_151,5,1.456,8.431,1.885,3.04
cdfg_79/cdfg_152,3,0.974,7.876,0.742,1.705
cdfg_79/cdfg_153,24,1.79,8.536,2.148,3.785
cdfg_79/cdfg_154,0,14.656,8.852,19.947,25.23
cdfg_79/cdfg_155,5,4.82,9.13,7.594,8.31
cdfg_79/cdfg_156,12,5.948,9.732,8.115,10.465
cdfg_79/cdfg_157,13,1.16,7.995,1.489,2.235
cdfg_79/cdfg_159,47,8.837,9.865,12.893,16.21
cdfg_79/cdfg_160,9,2.184,8.418,2.531,3.81
cdfg_79/cdfg_161,0,0.39,6.753,0.501,0.685
cdfg_79/cdfg_162,4,5.467,8.898,8.649,9.94
cdfg_79/cdfg_163,14,5.195,8.101,7.902,9.585
cdfg_79/cdfg_164,23,7.708,11.113,7.533,12.21
cdfg_79/cdfg_165,40,8.536,8.958,12.017,16.255
cdfg_79/cdfg_166,2,1.057,8.491,0.855,1.8
cdfg_79/cdfg_167,14,1.461,8.419,1.809,3.115
cdfg_79/cdfg_168,11,0.212,6.386,0.39,0.55
cdfg_79/cdfg_169,13,1.326,8.387,1.985,3.01
cdfg_79/cdfg_170,2,0.428,5.84,0.506,0.865
cdfg_79/cdfg_171,16,3.964,9.074,5.602,6.635
cdfg_79/cdfg_173,1,0.281,4.853,0.455,0.7
cdfg_79/cdfg_174,7,0.533,7.544,0.828,1.27
cdfg_79/cdfg_175,51,7.691,8.78,10.945,14.065
cdfg_79/cdfg_176,0,0.281,3.982,0.131,0.4
